,index,text
114496,122026,@AmericanAir hi aa.  Has weather advisory been issued for lga tomorrow?   Dont want to be stuck at the airport!
114505,122035,@DeltaAssist i'm supposed to leave from A33 at DTW shortly but there is no plane. Where is the plane coming from and when should it be here?
114508,122038,@JetBlue you said the wait time was 31 minutes. I'm clocking in at 53 right now. What gives?
114509,122039,Boarding a @JetBlue flight is always so quick makes being late a little more bearable. #nolabound
114511,122041,@AlaskaAir Each and every time you guys do it right. #SAN &gt; #HNL Never a bad flight with you...
114512,122042,@AlaskaAir thanks for closing the ticket counter early without making it clear that means I miss my flight
114513,122043,I miss so many people so much so can you have a sale please @SouthwestAir xoxo
114531,122062,@VirginAmerica Of course! Cannot wait for the next trip! #XOXO
114535,122066,Wow @JetBlue thanks for screwing us over...
114550,122081,"Checkd my email and opened ""sample weekly deals"" @AmericanAir : DFW to Longview (GGG) $220. #WASTE of #time #resources #payroll #justdrive"
114553,122084,@VirginAmerica Thank you for handling #custserv issues quickly and appropriately. Tough to reach right dept - but my issues resolved well.
114560,122091,Waiting to check in at Logan @JetBlue and looking at 10 unmanned check in desks and a line of about 100 people. Never again!
114561,122092,@DeltaAssist Your mobile app hasn't caught up to Daylight Savings!  Are my flight notifications all going to be late?
114563,122094,@SouthwestAir FPQLEL is my confirmation number. I don't mind a delay but sat here from 1-3 without any updates or personnel
114570,122102,@united didn't catch her name but the flight number was 6487.  She must have been having a bad morning. but still...
114576,122108,@JetBlue left me stranded in NYC for 2 days. No apologies no vouchers no nothing. Cancel my flight for nonweather reasons and said #screwyou
114579,122112,#Panthers Tweets: The @JetBlue Tarmac opens at 6 p.m. for #DETvsFLA. Here's what's going on__ http://t.co/wzrQVuPLsW http://t.co/BRvW71WwYf
114586,122119,@DeltaAssist can I email you about an issue? The only option I see is to call you.
114587,122120,#FSIntroPR @AlaskaAir passing out water &amp; chocolate to people whose flights were delayed = avoiding negative tweets!
114592,122125,Thank goodness for @VirginAmerica's satellite TV &amp; apologies to fellow passengers for my scream ending the Ga St/Baylor game. #MarchMadness
114608,122143,I miss the days when @JetBlue acted like a startup &amp; didn't charge big change fees 
114610,122145,my @united seat is so cramped there's about a micron of clearance for my knees if seat ahead reclines. Wish they'd disable that feature.
114617,122153,@united Hi folks. flight for tomorrow a.m. was just cancelled. website won't let me rebook. phone wait time is 25 mns. less-than-happy face.
114624,122161,When do flights open to book for late December? @JetBlue
114631,122170,.@AmericanAir run a/c on your planes at the gate or don't load it. Miserable in a tin can with NO air circulating.  #DFWtoBNA
114634,122174,Nice job @JetBlue - free movies on flight #619 because of a birthday on the plane! A+ customer service &amp; personality without being annoying
114637,122177,@AlaskaAir My pleasure. Missed connex due to delay. As soon as I landed. app notified me I__d been rebooked. Lousy situation. great service.
114639,122179,@united do you think you'll cancel flights from New York tomorrow?
114650,122191,@DeltaAssist on DL6437. but concerned I would miss it. Did same day confirm on next - 6437 is 20 mins late. Forfeited upgrade and extras!
114656,122197,"Forgot just how CRAMPED @AmericanAir flights are.  Even after paying extra for ""preferred"" seating. What a scam."
114657,122198,Thanks @JetBlue for losing my husband's luggage and doing NOTHING to make us confident we will see it again. Vacation ruined
114658,122199,@DeltaAssist ok Delta disappointing again... Broken down on the runway at White Plains. waiting for a tow for heavens sakes.
114667,122208,@AmericanAir - This should be illegal. #stinkyfeet #smellynetting #needsapedi http://t.co/l4mxcN9uXF
114670,122211,Just realized that when my wallet was stolen I not only lost credit cards and ID. but also all of my @SouthwestAir drink coupons. #newlow
114680,122221,@united looks like I might miss my flight to San Fran because of mechanical issue. Can you make sure I'm on the next available? Ft ua 741
114693,122234,After my huge debacle with @JetBlue the flight and flight crew stunk. What a waste of money. I'll be writing a letter!
114695,122236,What? @DeltaAssist says 2+ hr wait time on hold?
114696,122237,@DeltaAssist This is my third flight in a row that's been cancelled.  Oh and every time I call you. there is over an hour wait. 2+ today.
114699,122240,@DeltaAssist 3 flights from Chicago to New York tmrw morning cancelled one after the other. Ya killing me mayne
114704,122245,@SouthwestAir 570 flight from Houston to Kansas City #Delayed gate agent says the plane has been broken all day. New plane needed.
114707,122248,Gee @united. sure was groovy of you to cancel my flight &amp; rebook me w/o even asking. But no. getting in an entire day later will not work.
114708,122249,I complain a lot so I have to give @AmericanAir credit for honoring all purchased mistake fares. Holds issue is another matter though.
114718,122259,@AmericanAir I take issue w/ur wait list policy Gold gets bumped even if Gold has been wait listed on last 3 Flights #notgood
114719,122260,"@AmericanAir what about those of us from DCA-PEK that did your ""GUARANTEED"" 24 hour hold?? Should we wait for DOT? http://t.co/E4kv83wl3X"
114726,122267,Oops @jetblue paid $100 for 7lbs over and now no TV! This birdie is not happy.
114727,122268,After being on hold for 58 MINUTES. Delta hung up on us as we tried to juggle dates. Dreadful. And nothing was resolved. @DeltaAssist
114730,122271,I love flying with @VirginAmerica but man their investment in new technology is really. really poor. http://t.co/oVNT0UshfS
114732,122273,Can't wait to fly out to Vegas. flying with @VirginAmerica hope the flights as nice as it looks on the site wifi and USB charger ports :D
114734,122275,@VirginAmerica so disappointed.  Flight to #vegas 4 #marchmadness got cancelled with a measly $50 credit after pulling teeth.
114741,122283,@united if UA4689 gets cancelled tomorrow what's your guys' plan for me?
114743,122285,On the way now via @AmericanAir to Vegas. I hear we've had a few upset while in the air.
114744,122287,@SouthwestAir I purchased early bird check in for the first time &amp; it was a waste. Checking in 24 hours sharp has always been better.
114745,122288,@DeltaAssist - Aaaah. My car broke down and I am going to miss my 4:25 flight. can you get me on the 745 Spokane -&gt; Seattle
114746,122289,sucks that I have insurance and @jetblue won't let me change my flight even tho my cruise was cancelled  so much for loyalty.
114761,122305,@JetBlue i love you guys. but was sad to find my tv didn't work on my flight home yesterday fm ATX to BOS : ( http://t.co/zTGdrfT5px
114767,122312,"@AmericanAir Just had your cobb salad midair &amp; the ""bacon"" tastes awful... what I imagine those bacon dog treats taste like. Yuck."
114769,122314,@DeltaAssist Should I check in online early then or wait until tomorrow?
114771,122316,@DeltaAssist missed connection from your delay. now have to wait 17 hrs for the next flight. and the best that you can do is $100 voucher??
114774,122320,@DeltaAssist: how about a msg telling how long customers should expect to wait on the phone. like every other airline?
114783,122329,@DeltaAssist what's the issue with weather in nyc? rebooked on new flight but have a layover. is this best case scenario?
114788,122334,Oops. My bad. @united with the broken printer. Call the mechanic!
114794,122340,Heading home! Missed my babies. @SouthwestAir MDW-&gt;SAN 
114795,122341,@united I need help asap. You cancelled my mothers flight in Palm Spring. CA to Tulsa. Ok She is calling me crying. I need help now
114797,122343,@SouthwestAir you tell me my flight changed &amp; to call you if the new time doesn't workout. I call y'all but you leave me on hold for 20min
114800,122346,Hey @JetBlue thanks for the destroyed bag that I have to replace thanks to your workers http://t.co/Jp6uSOE8UG
114801,122347,"Flying @United is like going out with your pals and when they arrive to pick you up they're in a Pinto. Or on a bike. ""Hop in!"" Ugh."
114807,122354,Well done @AlaskaAir: Called customer service at 5:00 p.m. no call wait. CSR Caroline resolved my issue in under 20 seconds.
114815,122362,@JetBlue I'm so annoyed with you right now.
114823,122371,Wish DH had taken that @united comp tkt when he was stuck in DC for 2 days. Just found out we're 5k miles short for our anniversary trip :(
114833,122381,. @united Putting a touch screen video game option on the back of people's headrests? Awful. I have a headache. Flew JFK-SFO today. (1of3)
114835,122383,@AmericanAir On the 77W tomorrow. Cant wait!!!
114852,122401,props to @SouthwestAir for waiting on connecting passengers! #unlikeotherunnamedairlines
114861,122410,@united What's the problem with UA100 tonight?  Currently burning fuel over Cape Cod then returning to EWR.
114869,122419,@AmericanAir is the passport stamp no longer enough to board and fulfill reciprocity fee for return trip to Argentina? Friend can't board.
114870,122420,@united i've been on hold for 40 minutes trying to change a reservation. any idea what the wait time is?
114871,122421,Hey #MarchMadness... You never disappoint. Thanks @JetBlue for being awesome and letting me catch this! #bestinthebiz #bestintheair.
114876,122427,Hey @JetBlue any idea why Flight 286 is cancelled tomorrow ? Any info would be great. Thanks
114889,122440,.@JetBlue cancelled my flight at 5:45am. and has a &gt;20minute wait time on their phone service.  Can't wait to fly with them tomorrow.
114908,122459,Thanks to @VirginAmerica I didn't miss a minute of #MarchMadness! I'm a fan! #UpsetCity
114917,122468,@VirginAmerica is there an issue with your Elevate landing page? Unable to log in...
114918,122469,@JetBlue how - is flight 1678 tomorrow am from Jax to jfk cancelled - expedia says yes but jet blue app says no? Thanks.
114929,122480,Booked directly w/ @AmericanAir website. Trying to change return to earlier flight. cannot change online. have to call. 30 minute wait. Grrr
114931,122482,Delayed on @SouthwestAir #Nutshell  http://t.co/s8W8pQGWSA
114933,122484,@JetBlue why am I stuck on my plane at a gate waiting for a jetblue agent to drive the jetway for a regularly scheduled flight in JAX????
114941,122492,@united why so many flights cancelled out of EWR tomorrow? I just finished packing
114955,122508,@JetBlue sticky tray table. broken monitor. tired looking fleet.  Come on JetBlue. step up your game. 
114970,122523,@united clearly wanted to punish me on my way home w/ a broken TV making me watch infomercials on porcelain veneers. http://t.co/KZ93zswOFj
114988,122541,@JetBlue You guys rescheduled my flight for the following day and now I've been waiting on hold for 40 mins. Please reach out to me - QVABYG
114994,122548,@AlaskaAir been waiting for 30 minutes for my bag!
115000,122555,I've spent more time in an @AmericanAir plane on the Tarmac today than in the air. Seems like this happens a lot with you. #getittogether
115004,122559,@AlaskaAir #epicfail!! You broke my luggage and say you don't cover it! I cry foul!!! http://t.co/UWtAk1qYPq
115005,122560,@AlaskaAir thanks. Gate change with no announcement. Many of us in first class almost missed flight as a result and no overhead space left.
115008,122563,"@DeltaAssist your website is no longer accessible at ""http://t.co/oZ21OYGffG"". only ""http://t.co/lHgTC3pvck"". It's like 1992 all over :)"
115012,122567,@AmericanAir step up your game !! That's 2  planes getting delayed now
115017,122572,C'mon Delta! 3 times today with this wait! @DeltaAssist http://t.co/PtT9K9ymdH
115020,122575,@VirginAmerica 5 day delay?? Really?
115022,122577,Oh how I miss flying @SouthwestAir already. We haven't even taken off from Phoenix.
115023,122578,@united don't fly united if you need to be on time and have time to waste
115024,122579,@united kiss my ---- this is is bullshit http://t.co/JSAj5bGXJ9
115026,122581,@JetBlue how can you cancel my flight the day of and not put me on one at an alternative airport?
115027,122582,can all airlines please adapt @AlaskaAir's baggage in 20 mins or less policy? delta air you're being ridiculous right now...
115034,122589,@DeltaAssist this will be a public divorce.  You cancelled my flight today. Refuse to upgrade me to business class despite my 100+ flights
115040,122595,Never made it home last night. Starting my travel day at 4am today with @united
115064,122619,@JetBlue 10 am flight from IAD canceled so you switch me to ... tomorrow?! Come on ... Try a little harder. #businesstravel
115067,122622,Never been this nervous about anything in my life... But flying for the first time and alone. has me terrified this morning. @AlaskaAir 
115068,122623,"chked in for my @AmericanAir LHR-MIA flight tomorrow in seat 28K. At 6'3"" and 200lbs I pity the poor sods either side of me #PaxEx"
115079,122635,ughhh flight delayed @AmericanAir should wait for a group of 10 from dfw to den
115084,122640,@JetBlue Your Boston Logan team is amazing. Got through a LONG bag check line in ten mins. minimal stress and confusion. I love you guys!
115085,122641,@DeltaAssist  19A is a seat that is not comfortable. had I known I would have never switched seats as I was asked to! http://t.co/TgFa4GW0If
115086,122642,@AmericanAir just doing my regular check in. Still very old plane #stillwaiting
115089,122646,@JetBlue thanks.flt 1317 cancelled ?. EI135 (EI5021)passengers will be on 417 or 317 today to JFK ?
115092,122649,Forgot my kindle but don't worry @JetBlue has tvs oh but wait I forgot my headphones too... it's like I never travel #amateur
115107,122665,Hey @united. if you're going to keep the 757 much longer. at least give us some upgrades!  http://t.co/CXxvAiCI24
115112,122670,"@united Cancelling a flight over the air traffic control conditions of ""snow"" in NJ. I don't see any snow. http://t.co/mY3TChDcDs"
115113,122671,@JetBlue Very bad car wreck and internal injuries preventing me from flying April 8th. HUGE thank you to #jetblue for helping me reschedule.
115117,122675,First time I have seen a life vest inflated on a plane. Never happens in the safety instructions on @united  https://t.co/h4WeS7HlFJ
115138,122696,...and @united lost our packs with all of our camping gear in it. Stuck in SF with clothes on my back and missing Drew's bachelor party
115139,122697,@united I need a representative asap and there's a 25 minute wait time? Cmon now.
115143,122701,@united At least you guys are consistent. Flight delayed again from Lexington. Best hope I don't miss my connection in Chicago...
115144,122702,@AmericanAir waiting patiently to take off from #DFW to #ord http://t.co/j1oDSc6fht
115147,122705,@AmericanAir I'm so sad. I saved money for 1 year to buy tickets to bring my elderly parents and meet my son and my credit expired
115148,122706,@AlaskaAir thank you for being so prompt with this issue John
115171,122732,@SouthwestAir messing with my money and points and they have the nerve to have a long wait time to speak to someone  http://t.co/ZbOAgmg0Md
115177,122738,Sick of your shit @JetBlue
115183,122745,@DeltaAssist  what happens if I miss my flight?
115185,122747,Our fab week in Chicago ends with our @AmericanAir flight home cancelled. and no alternate flights for 2 days. :( http://t.co/8XpHQo6H9Z
115195,122757,Shoutout to the @SouthwestAir rep who saved me a seat on a later flight from #TPA _ #MSY in case my #FLL _ #TPA gets too delayed! 
115204,122766,@AlaskaAir I wish I could have. My trip to Seattle last week was $530 plus 20k miles...from Anchorage. There's a reason I never fly. #broke
115205,122767,@deltaassist can you tell me why delta 885 from grand rapids to atl is delayed? I must get to atl by 8 am tomorrow.
115216,122779,ugh. have to book a us airways ticket for my trip on @americanair next week. i HATE that. #hurryupandmergealready
115217,122780,@AmericanAir another bad customer experience...so much for being platinum...hope you figure out this merger thing soon cause it is bad!
115220,122783,Was excited to fly @JetBlue for the 1st time in years. Now our flight's back at the gate b/c the engine needs rebooting. #disappointment
115223,122786,@VirginAmerica trying to buy a ticket but nothing when I finally hit 'purchase tickets'. Is there a problem with your website?
115225,122788,@VirginAmerica not a bad airline to travel with at all! I was impressed with the amenities &amp; the wicked safety rap video!
115229,122793,@JetBlue thanks for late night notice of flight cancel. 55 min hold time &amp; re-book at diff airport (DCA v IAD) and last row seat assign
115236,122800,@AmericanAir app abandoning iPhone 4 users. Bad idea!
115245,122810,well no flight to SFO tonight thnx to the stupid snow!! hopefully my @VirginAmerica flight tom. morning will be on time. fingers crossed!!
115252,122817,The Best and Worst Airlines for Customer Experience http://t.co/ERNzDGU4gX #1 @JetBlue  Congrats! http://t.co/yNc1frLaFU
115253,122818,Second time deplaning from @united. and now I'm going to miss my business meeting. #FML
115256,122821,@united UA898 keeps getting delayed and seems to be in limbo. I want to get to NY today what's my best move? Stick with itinerary or switch?
115259,122824,@VirginAmerica Hey. my flight was cancelled. and now they tell me there's no flights available that will get me to my cruise tomorrow!
115260,122825,Thanks @JetBlue! Nothing like a delayed flight 
115262,122827,I hate @SouthwestAir :-)
115266,122831,@jetblue you guys think you are soooo cool. delaying your flights. Well I have news for you. I'm in the airport. Generating CONTENT. Ha!
115269,122834,@DeltaAssist -Gigi. lead  attendant on DL1341was the one bright spot on an otherwise long and unpleasant travel day. Give her some kudos 
115270,122836,@AmericanAir will you guys status match me if i switch from united ? so sick of their abysmal customer service
115274,122840,Help @VirginAmerica my flight was canceled to NYC and I need to be there by tonight! There is a 50 minute wait period.
115277,122843,@VirginAmerica Flight from SFO-EWR was cancelled with no notice and no other flights landing in EWR tonight! Need help ASAP Phone wait 45min
115282,122848,I don't like this @SouthwestAir line up for a long time in order to wait get your number called and pick a seat thing.
115285,122851,@SouthwestAir its snowing in New York but not badly. is there i chance i'll get there in the morning safely
115290,122856,@Jetblue Trip to the DR coming soon. Can't wait. #DestinationFriday
115304,122871,@DeltaAssist what happened to priority boarding for flight 5724 today? Awful when delta doesn't actually give perks they say they have
115307,122874,@DeltaAssist Possible to switch from 1646 to 672 tomorrow? My conf HBAZAS; with wife. Tx.
115310,122877,@VirginAmerica your policies suck for check in. As a card holder. I can't wait to burn my card. So over you.
115317,122884,@SouthwestAir GIVE US SOME DEALS. I'LL LEAVE.
115318,122885,De-icing at BWI @SouthwestAir even though we are late. Safety first and I'm glad. Can't wait to see my girl at Kenyon tonight. 
115319,122886,@SouthwestAir please don't cancel my flight!
115325,122893,@JetBlue  if our flight to JFK keeps getting delayed _ can we rebook to tomorrow without a fee?
115328,122896,@DeltaAssist - issues at MSP? Flt DL4008 parked on far side of field. Connections in jeopardy?
115332,122900,Despite #616 delay to NYC. love @JetBlue being upfront &amp; honest w/ 2.5 hr delay. landing after weather advisory time. More time in CA sun!
115338,122906,@SouthwestAir unlucky for us we are watching how your SW folks are manhandling our stroller. No respect for others belongs. Flight 1269 #sad
115345,122913,2 out of 3 ain't bad. RT @AmericanAir: Sand. sun and savings: http://t.co/SRM4daDWtZ http://t.co/FBYicXIfoe
115347,122915,@JetBlue got my Angry Orchard . my free FlyFi. and watching #MarchMadness great way to fly
115354,122922,@AmericanAir can't wait to get there the next august! Only flying the double A!
115375,122944,You've got to be kidding me! Still upset about my A-list debacle @SouthwestAir http://t.co/BmMcdrJiIH
115378,122947,@AmericanAir it was too late by then. it was inconvenient that no notification was sent out
115379,122949,@AmericanAir I thought I was a bad speller... http://t.co/wx2JuOgA84
115386,122956,@VirginAmerica hi thanks for ruining my travel by canceling my flight. Now i have to wait for 6 hours for a new flight not even
115389,122959,@united I've picked up my missing guitar. However. it doesn't improve my situation since I needed it YESTERDAY.
115393,122963,@united finally on our way because we got to switch airlines. #ThankGod.  #UnitedSucks
115400,122970,@united has lost its mind with new requirements for premier status. Flying star alliance means nothing I guess. Been with them forever too
115401,122972,@united - What's going on into EWR? Waiting on Tarmac in PHX for 30 + minutes!?! #airtrafficcontrol
115403,122974,@AlaskaAir    I will tell everyone I know about this poor service &amp; post in every review.  So much for mvp.  I used to think u were the best
115411,122982,"@VirginAmerica I would love to get a refund on my cancelled flight to EWR online. But the ""cancel itinerary"" button is not available."
115418,122989,@SouthwestAir cant print my boarding pass- might miss plane!
115426,122997,@DeltaAssist you need to hire more call center people. every time i call i have to wait for everrrrrrrr
115429,123001,Running  late. May missed the check in Cut off. Hopefully. we have exception? @americanair
115432,123004,Anytime I fly and can't fly @VirginAmerica I actually get sad.  Just the Virgin colors make me happy.  #Virgin4Life #VirginProud
115441,123013,@DeltaAssist. a plane full of sad Midwesterners on DL734 would like to make our connections. Maybe hold some planes in MSP? Esp 4653 to ICT?
115453,123025,Wait time to book a flight with @SouthwestAir on the phone? &lt;5 min. Wait time to cancel a flight? Over 70. Something's fishy here.
115456,123029,Wish @united would do a better job communicating with passengers when they know a flight is going to be delayed. UA5028 IAD-DTW
115458,123031,I'm losing the will to live being on hold to @AlaskaAir
115467,123041,Can't go on vacation April 6th because every @AlaskaAir flight anywhere is insanely expensive. $1.200 for 2 to Vegas is ridiculous.
115470,123044,@DeltaAssist just checked in for dl472 for tomorrow. It's saying the flight is delayed but no other info. Whats the deal?
115479,123054,My flight to JFK/NYC is delayed here at LAX. but Jane the @JetBlue lady is being so nice that I don't even mind waiting.
115480,123055,@JetBlue I do indeed...  I would never not fly the official airline of the jets... ever! http://t.co/K1ncUxOoVo
115483,123058,@VirginAmerica if only you had issued a weather waiver for Boston today. I wouldn't be in this mess.
115489,123064,@SouthwestAir usually you have the best employees anywhere. You need some work in Orlando. Rudeness.
115495,123070,So mad. I have been to 3 countries in less than a year &amp; just realized I am not signed up for frequent flyer miles with @AmericanAir
115500,123075,Only a lil delay we've got this @AmericanAir #homebound http://t.co/y1lo0Q9gWV
115502,123077,We're on our way guys! Wait for us @united #1148
115509,123084,@DeltaAssist DL 6284 STL to LGA delayed.  can you back me on DL 6288 tomorrow am in case of cancellation?  don't want to switch only back up
115528,123104,Let's cancel earlier flights when the weather is GREAT. wait til the weather gets worse. then delay your flight in the evening @JetBlue #MAD
115537,123114,@JetBlue said I'd only be on hold for 9 minutes it's been 15.  take my call pls. Also your hold music is sub par at best
115547,123125,@AmericanAir MAD MAD MAD #horrible
115548,123126,And @AlaskaAir at it again with the delay... I have never had a flight be on time with them.
115551,123129,@united wins for always being delayed.
115555,123133,@united lost my keys on my flight. 618 today into O'Hare. I filled out the form but is there anything else I can do?
115560,123138,THANK YOU to the @JetBlue agent for helping me get a credit even though my flight wasn't cancelled. You're fantastic.
115562,123140,@AmericanAir please refund my advantage points w/o fee. Had to cancel upcoming trip because taking in emergency foster child.
115582,123161,@AlaskaAir another bad experience with Alaska Air.  2 big ones in  6 days.
115599,123179,Never flying another airline again. @VirginAmerica is where it's at. Feel like I'm on the real life soul plane. http://t.co/TXgTFx5tMK
115611,123193,Hanging with this guy in eternal purgatory (RSW) waiting for a @united flight to EYW that's also in purgatory (MCO). http://t.co/SIVtsVuYEm
115632,123214,Sunday flight 578 from PDX via @AlaskaAir was a nightmare and NOT from the wind delays. The lies and the bus were horrid w/ no care from AA!
115641,123224,@JetBlue Had terrible service from you're air hostesses today. Not a happy customer who is a regular tourist with your airline
115646,123229,@united hi a package broke of mine from a flight. Is there a claim report I can fill out?
115653,123237,You just lost my business for life. @VirginAmerica.
115691,123276,So disappointed in @SouthwestAir! They lost my car seat bag on our trip from LAX-&gt; Sac that had our_ https://t.co/0s8Dr65j6a
115692,123277,The @virginamerica pilot spoiled us with this mad view of the Las Vegas strip on our flight to SF. wow. _ http://t.co/QyMqcvwcID
115696,123281,Just had a great round trip experience with jet blue. Never flying another airline again. Thd for the extra legroom and tvs! @JetBlue
115697,123282,@DeltaAssist Im on a plane that cant take off because it smells like poop. This is a new low. 
115709,123294,@VirginAmerica thanks of smooth ride from LAX to JFK.. To bad we had to wait 20 minutes to find a place to get out! #sucks!
115712,123297,@SouthwestAir flight #667 to SLC sooooooo late leaving Las Vegas. Sooooooo late!!!!
115723,123311,@united you are killing me.
115731,123319,@DeltaAssist My skymiles account is missing over 12.000 miles from yesterday to today... I never made any redemptions.
115732,123320,@AlaskaAir thank you! Amazing service and you quickly took card of my issue! Kudos!
115737,123325,@SouthwestAir why is your Twitter feed nothing but apologies for incident of bad service? Why not status updates and sales? It Gets old.
115745,123333,@SouthwestAir Which gate at MDW is best for camping out in? Looks like I'm going to be stuck here until Monday or Tuesday.
115750,123338,@united My flights been delayed due to a late inbound crew. The terminal next to mine was overbooked. I'm not impressed with your airline.
115765,123353,"@DeltaAssist I accidentally clicked on ""Cancel itinerary only (?)"" when trying to click on the (?) part. did I just cancel my trip? :("
115767,123355,@AmericanAir Been getting this error all day while trying to sign up for AAdvantage. What's going on? Bad IT? http://t.co/VnGXJPnGlr
115768,123356,@AlaskaAir thanks for the awesome flight on Tuesday! can't wait for the flight back home to Vegas :))
115777,123365,You will not ruin this weekend @SouthwestAir !! You will not! http://t.co/R7RoziUFdG
115781,123369,@SouthwestAir how late is your baggage claim office open in PHX?
115782,123370,@SouthwestAir how late is the baggage claim office open at phx tonight?
115784,123372,"@AmericanAir why can't I book my flight on your website. It shows fares. but it says ""sorry fare no longer avail"" for everything i select!"
115786,123374,The level of disdain I have for @SouthwestAir far surpasses what I have for any other company in the US. The inconvenience of today is crazy
115789,123377,@VirginAmerica NEVER again. We missed Cabaret because of YOU!!!
115815,123403,@united asking for upgrade and the check-in/ticket agent lies in my face! Bad if upgrade is shown online. Any deal? #ServiceFail
115825,123414,@DeltaAssist I just can't log in. It can wait till morning.
115826,123415,@AmericanAir hey is AA101 still scheduled and ok to fly to NYC this morning after yesterdays bad weather?? Fingers crossed
115828,123417,45% on time performance on the @AmericanAir flight I've been delayed on for nearly an hour. Should have saw that coming #sigh
115837,123427,So another bad experience with @united plane had a leaky AC on the way back . #TheStruggleIsReal http://t.co/VSoBagvfJn
115839,123429,Here we come  @AmericanAir  I can't wait !!!!
115852,123442,Hey @JetBlue Your boy Ryan at the Buffalo check-in desk is awesome! He switched our flights to avoid delays so we wouldn't miss our cruise.
115854,123444,Hey @SouthwestAir. you cancel my flight then make me wait 17minutes and going at 4AM? http://t.co/t6gzjGo4BW
115865,123457,@jetblue any headphones available in flight for the poor soul like me who forgot em? #BOS
115875,123467,@southwestair Get me outta this snow hell and into some warmer weather. #ain'tSNOWbodygottimefodis https://t.co/IjFjxrY7MY
115892,123485,@AmericanAir no problem re safety but find it somewhat bizarre that you would only know 30min pre takeoff that a plane is not travel-worthy
115895,123488,@SouthwestAir you stranded my daughter and her friends in Orlando.  No flights til Monday.  So 3 15 yr olds stuck w/o money #southwestfail
115897,123490,How I've missed having a reason to play with the 'fun stuff' section of the mobile app @JetBlue http://t.co/U8ezT6MpBz
115903,123496,My Sister got into NYC Wed AM &amp; @jetblue felt the need to separate her from her bags. totally beat them up. return Fri. #fail  #skipjetblue
115904,123497,@SouthwestAir is it possible to switch a flight I've already online checked in for?
115907,123500,@AmericanAir hi guys. why am I having problems every time I fly with you. this is becoming a very bad and upsetting situation. dm me
115910,123503,.@JetBlue upgraded at JFK and have been waiting in TSA line for 30 minutes. Got ushered into general security. Defeats upgrade!
115911,123504,I guess the sand will have to wait.  Delayed @SouthwestAir
115914,123507,Flying @VirginAmerica has ruined me for almost all other airlines after my awesome 3-leg trip #thisIsAProblem
115923,123516,S/O to @AmericanAir for overbooking my flight leaving me without a seat and stuck in North Carolina!! 
115930,123523,@AmericanAir your services are ruining my vacation.
115932,123525,@SouthwestAir what terminal does flight out of atl to cun leave? International??
115935,123528,Delayed but @AlaskaAir got me an exit row! #ThankYou #7footlife
115936,123529,Delighted to be flying on a brand new aircraft. No complaints here @AmericanAir #LovingTheNewLivery
115943,123537,I just wish that for once one of my planes would leave on time @AlaskaAir _
115950,123544,@JetBlue Hey guys. need to cancel my flight confirmation # GIJTEM. not able to do it online.
115951,123545,@JetBlue After flight cancellation. seat w/broken tv in last row. now we're stuck in separate middle seats w/no option? I used to love u...
115954,123548,"@JetBlue I miss you guys so much!  Anyway I just saw ""it's mint to be"" climbing out of JFK!  Just checking in to let you know the pax are "
115966,123560,@SouthwestAir I do NOT understand why we are always delayed in Atlanta!!! #iwanttogohome #alwayssomething
115969,123563,Why can't I check in online @SouthwestAir ?? Such an inconvenience !!!!!!
115975,123569,Better late than never. Bikes delivered by @SouthwestAir early this morning. We're off. #LASABA http://t.co/RfCp39NduZ
115982,123653,@united I looked at the link that you sent me to report damaged luggage and as I stated in my first tweet I already reported it to your comp
115983,123654,@DeltaAssist we got into a car accident and missed our flights can u help?
115999,123671,@DeltaAssist i just missed my cruise vacation for spring break because of yall. way to go. never again! (insert middle finger emoji)
116000,123672,@DeltaAssist Fort Lauderdale flight leaving from RDU. Supposed to leave at 9:55am and delayed to 2:05pm. Missed our cruise and lost money
116002,123674,@united why can't you just fix zach's guitar. Your letting him down and all of us. He needs that and u guys broke it. It's YOUR fault
116005,123677,I love overhearing @VirginAmerica virgins walk down the aisle in amazement. You never forget your first time. kids.
116007,123679,@SouthwestAir Wait. you guys aren't Butler fans? We might need to rethink this relationship. #MarchMadness #godawgs http://t.co/yTHWr6bTGI
116008,123680,All checked in with @SouthwestAir . off to Austin tomorrow. #BusinessTrip #NoGolf #Sad
116017,123691,@SouthwestAir paid for priority seating. but given position C 48. Need to get what I paid for. Can't wait until customer serv opens on Mon.
116024,123699,@VirginAmerica bad url. Goes to a spam page
116025,123700,@VirginAmerica this link is broken...
116031,123706,@SouthwestAir why are there never any sales/deals from ROC? It's a pain to drive to BUF just to get a decent price to fly to Florida!
116035,123710,3 hours of delay and a lost bag is not the best way to end a vacation @SouthwestAir
116038,123716,@AlaskaAir on your airline you need 25k miles for the same flight?? How is your mileage plan at all valuable to loyal customers? frustrated
116040,123718,I was mad at @united and then I felt appeased. and now Im mad again. Ugh.
116043,123721,@AmericanAir Why do you even have online check in? It never works. http://t.co/MN6PmaxbH0
116078,123759,@JetBlue Kind of ridiculous that TrueBlue requires email address for membership of a six/ten yr old #WhyCantIJustUseMyEmail
116083,123764,@united i missed flight UA5106 rep Janice Holister can't help asking me to wait at age till 7pm to get standby. Wait for next 5 hours?
116086,123767,I'm going to invite everyone from @AmericanAir over for dinner. seat them. then cancel the meal.
116092,123773,@AmericanAir hi still awaiting compensation keep emailing customer relations but no reply - shocking it looks like I need a solicitor!
